groupByObject,timestamp,value
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2009-12-08T00:00:00Z,19
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-01-08T00:00:00Z,19
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-02-08T00:00:00Z,19
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-03-08T00:00:00Z,19
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-04-08T00:00:00Z,19
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-05-08T00:00:00Z,19
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-06-08T00:00:00Z,20
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-07-08T00:00:00Z,20
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-08-08T00:00:00Z,20
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-09-08T00:00:00Z,20
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-10-08T00:00:00Z,22
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-11-08T00:00:00Z,22
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2010-12-08T00:00:00Z,25
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-01-08T00:00:00Z,25
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-02-08T00:00:00Z,25
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-03-08T00:00:00Z,29
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-04-08T00:00:00Z,29
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-05-08T00:00:00Z,30
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-06-08T00:00:00Z,30
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-07-08T00:00:00Z,30
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-08-08T00:00:00Z,31
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-09-08T00:00:00Z,33
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-10-08T00:00:00Z,34
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-11-08T00:00:00Z,37
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2011-12-08T00:00:00Z,38
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-01-08T00:00:00Z,41
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-02-08T00:00:00Z,41
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-03-08T00:00:00Z,41
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-04-08T00:00:00Z,41
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-05-08T00:00:00Z,43
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-06-08T00:00:00Z,45
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-07-08T00:00:00Z,47
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-08-08T00:00:00Z,48
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-09-08T00:00:00Z,50
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-10-08T00:00:00Z,52
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-11-08T00:00:00Z,56
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2012-12-08T00:00:00Z,58
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-01-08T00:00:00Z,62
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-02-08T00:00:00Z,66
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-03-08T00:00:00Z,66
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-04-08T00:00:00Z,70
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-05-08T00:00:00Z,70
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-06-08T00:00:00Z,72
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-07-08T00:00:00Z,75
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-08-08T00:00:00Z,79
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-09-08T00:00:00Z,82
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-10-08T00:00:00Z,83
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-11-08T00:00:00Z,530
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2013-12-08T00:00:00Z,532
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-01-08T00:00:00Z,532
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-02-08T00:00:00Z,539
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-03-08T00:00:00Z,541
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-04-08T00:00:00Z,547
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-05-08T00:00:00Z,550
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-06-08T00:00:00Z,577
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-07-08T00:00:00Z,579
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-08-08T00:00:00Z,578
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-09-08T00:00:00Z,583
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-10-08T00:00:00Z,587
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-11-08T00:00:00Z,595
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2014-12-08T00:00:00Z,602
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-01-08T00:00:00Z,605
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-02-08T00:00:00Z,609
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-03-08T00:00:00Z,611
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-04-08T00:00:00Z,614
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-05-08T00:00:00Z,619
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-06-08T00:00:00Z,624
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-07-08T00:00:00Z,631
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-08-08T00:00:00Z,630
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-09-08T00:00:00Z,633
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-10-08T00:00:00Z,636
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-11-08T00:00:00Z,638
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2015-12-08T00:00:00Z,639
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-01-08T00:00:00Z,660
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-02-08T00:00:00Z,666
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-03-08T00:00:00Z,671
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-04-08T00:00:00Z,672
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-05-08T00:00:00Z,679
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-06-08T00:00:00Z,682
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-07-08T00:00:00Z,688
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-08-08T00:00:00Z,690
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-09-08T00:00:00Z,689
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-10-08T00:00:00Z,691
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-11-08T00:00:00Z,697
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2016-12-08T00:00:00Z,705
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-01-08T00:00:00Z,706
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-02-08T00:00:00Z,713
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-03-08T00:00:00Z,717
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-04-08T00:00:00Z,731
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-05-08T00:00:00Z,740
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-06-08T00:00:00Z,749
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-07-08T00:00:00Z,806
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-08-08T00:00:00Z,820
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-09-08T00:00:00Z,823
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-10-08T00:00:00Z,824
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-11-08T00:00:00Z,828
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2017-12-08T00:00:00Z,838
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-01-08T00:00:00Z,844
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-02-08T00:00:00Z,868
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-03-08T00:00:00Z,872
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-04-08T00:00:00Z,875
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-05-08T00:00:00Z,877
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-06-08T00:00:00Z,891
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-07-08T00:00:00Z,893
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-08-08T00:00:00Z,896
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-09-08T00:00:00Z,901
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-10-08T00:00:00Z,905
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-11-08T00:00:00Z,934
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2018-12-08T00:00:00Z,949
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2019-01-08T00:00:00Z,962
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2019-02-08T00:00:00Z,979
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2019-03-08T00:00:00Z,997
admin_world.fid-4b0b66f5_16c0e0c4df6_-2a0-_-Prague,2019-04-08T00:00:00Z,1000
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2007-10-08T00:00:00Z,0
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2007-11-08T00:00:00Z,0
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2007-12-08T00:00:00Z,0
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-01-08T00:00:00Z,5
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-02-08T00:00:00Z,5
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-03-08T00:00:00Z,5
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-04-08T00:00:00Z,6
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-05-08T00:00:00Z,6
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-06-08T00:00:00Z,7
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-07-08T00:00:00Z,7
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-08-08T00:00:00Z,8
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-09-08T00:00:00Z,10
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-10-08T00:00:00Z,11
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-11-08T00:00:00Z,16
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2008-12-08T00:00:00Z,17
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-01-08T00:00:00Z,18
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-02-08T00:00:00Z,18
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-03-08T00:00:00Z,21
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-04-08T00:00:00Z,23
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-05-08T00:00:00Z,23
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-06-08T00:00:00Z,26
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-07-08T00:00:00Z,29
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-08-08T00:00:00Z,32
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-09-08T00:00:00Z,39
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-10-08T00:00:00Z,42
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-11-08T00:00:00Z,42
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2009-12-08T00:00:00Z,52
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-01-08T00:00:00Z,56
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-02-08T00:00:00Z,58
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-03-08T00:00:00Z,58
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-04-08T00:00:00Z,63
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-05-08T00:00:00Z,123
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-06-08T00:00:00Z,129
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-07-08T00:00:00Z,129
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-08-08T00:00:00Z,133
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-09-08T00:00:00Z,133
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-10-08T00:00:00Z,134
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-11-08T00:00:00Z,134
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2010-12-08T00:00:00Z,135
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-01-08T00:00:00Z,135
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-02-08T00:00:00Z,216
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-03-08T00:00:00Z,252
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-04-08T00:00:00Z,254
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-05-08T00:00:00Z,254
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-06-08T00:00:00Z,258
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-07-08T00:00:00Z,259
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-08-08T00:00:00Z,262
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-09-08T00:00:00Z,262
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-10-08T00:00:00Z,266
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-11-08T00:00:00Z,266
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2011-12-08T00:00:00Z,267
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-01-08T00:00:00Z,269
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-02-08T00:00:00Z,269
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-03-08T00:00:00Z,269
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-04-08T00:00:00Z,269
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-05-08T00:00:00Z,269
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-06-08T00:00:00Z,273
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-07-08T00:00:00Z,298
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-08-08T00:00:00Z,315
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-09-08T00:00:00Z,319
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-10-08T00:00:00Z,329
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-11-08T00:00:00Z,328
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2012-12-08T00:00:00Z,337
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-01-08T00:00:00Z,335
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-02-08T00:00:00Z,345
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-03-08T00:00:00Z,353
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-04-08T00:00:00Z,360
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-05-08T00:00:00Z,370
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-06-08T00:00:00Z,390
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-07-08T00:00:00Z,403
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-08-08T00:00:00Z,406
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-09-08T00:00:00Z,408
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-10-08T00:00:00Z,418
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-11-08T00:00:00Z,419
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2013-12-08T00:00:00Z,414
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-01-08T00:00:00Z,416
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-02-08T00:00:00Z,416
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-03-08T00:00:00Z,426
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-04-08T00:00:00Z,432
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-05-08T00:00:00Z,452
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-06-08T00:00:00Z,458
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-07-08T00:00:00Z,474
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-08-08T00:00:00Z,478
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-09-08T00:00:00Z,491
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-10-08T00:00:00Z,494
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-11-08T00:00:00Z,498
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2014-12-08T00:00:00Z,503
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-01-08T00:00:00Z,511
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-02-08T00:00:00Z,515
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-03-08T00:00:00Z,521
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-04-08T00:00:00Z,596
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-05-08T00:00:00Z,612
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-06-08T00:00:00Z,630
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-07-08T00:00:00Z,644
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-08-08T00:00:00Z,651
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-09-08T00:00:00Z,677
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-10-08T00:00:00Z,684
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-11-08T00:00:00Z,693
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2015-12-08T00:00:00Z,693
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-01-08T00:00:00Z,698
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-02-08T00:00:00Z,703
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-03-08T00:00:00Z,709
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-04-08T00:00:00Z,710
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-05-08T00:00:00Z,712
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-06-08T00:00:00Z,714
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-07-08T00:00:00Z,718
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-08-08T00:00:00Z,721
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-09-08T00:00:00Z,728
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-10-08T00:00:00Z,728
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-11-08T00:00:00Z,727
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2016-12-08T00:00:00Z,727
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-01-08T00:00:00Z,730
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-02-08T00:00:00Z,743
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-03-08T00:00:00Z,756
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-04-08T00:00:00Z,760
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-05-08T00:00:00Z,761
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-06-08T00:00:00Z,767
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-07-08T00:00:00Z,782
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-08-08T00:00:00Z,801
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-09-08T00:00:00Z,801
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-10-08T00:00:00Z,802
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-11-08T00:00:00Z,805
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2017-12-08T00:00:00Z,806
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-01-08T00:00:00Z,808
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-02-08T00:00:00Z,809
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-03-08T00:00:00Z,822
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-04-08T00:00:00Z,830
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-05-08T00:00:00Z,836
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-06-08T00:00:00Z,837
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-07-08T00:00:00Z,849
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-08-08T00:00:00Z,853
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-09-08T00:00:00Z,853
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-10-08T00:00:00Z,862
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-11-08T00:00:00Z,865
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2018-12-08T00:00:00Z,865
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2019-01-08T00:00:00Z,869
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2019-02-08T00:00:00Z,875
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2019-03-08T00:00:00Z,874
admin_world.fid-4b0b66f5_16c0e0c4df6_-29e-_-Bremen,2019-04-08T00:00:00Z,874
